Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
21.71,44.2,43.22,Black,Sugarcane,21,0,23,Urea
30.04,62.08,62.67,Black,Ground Nuts,12,17,11,17-17-17
28.1,69.82,63.0,Sandy,Maize,6,7,28,10-26-26
33.02,78.74,48.74,Black,Ground Nuts,3,4,29,20-20
21.89,49.75,40.89,Loamy,Paddy,15,0,45,20-20
25.29,40.62,42.74,Sandy,Sugarcane,5,21,18,Urea
36.93,61.19,29.29,Red,Paddy,21,0,19,28-28
30.92,64.22,55.34,Clayey,Maize,22,0,21,20-20
32.53,71.92,37.71,Black,Tobacco,18,0,27,28-28
28.68,61.24,31.87,Loamy,Tobacco,23,0,21,28-28
36.1,66.96,25.72,Sandy,Barley,13,3,35,28-28
21.7,40.45,64.17,Sandy,Maize,35,0,0,Urea
30.5,62.99,36.07,Red,Ground Nuts,12,6,33,10-26-26
30.43,59.8,49.02,Black,Ground Nuts,21,2,19,Urea
32.33,67.75,59.96,Loamy,Millets,7,7,35,14-35-14
29.44,57.46,38.52,Red,Barley,40,0,0,Urea
29.3,51.86,65.79,Sandy,Sugarcane,13,0,13,14-35-14
38.47,62.47,48.62,Black,Ground Nuts,16,11,13,20-20
29.46,59.85,38.35,Black,Paddy,11,0,16,10-26-26
37.38,74.63,60.35,Clayey,Ground Nuts,5,11,25,DAP
26.59,49.71,34.99,Loamy,Paddy,26,3,19,10-26-26
25.41,49.09,44.03,Sandy,Barley,18,1,16,14-35-14
33.39,71.13,49.02,Clayey,Millets,7,0,38,20-20
28.36,50.91,33.57,Clayey,Paddy,8,8,31,Urea
37.54,71.73,49.13,Red,Ground Nuts,35,2,0,Urea
31.38,68.77,66.23,Loamy,Wheat,8,7,29,DAP
28.27,66.94,52.35,Clayey,Oil seeds,10,8,29,10-26-26
29.52,60.02,61.06,Clayey,Sugarcane,10,2,12,28-28
29.49,43.74,32.44,Loamy,Sugarcane,22,0,20,DAP
37.19,61.38,49.57,Clayey,Maize,7,12,28,17-17-17
32.37,54.35,50.09,Red,Maize,33,0,0,10-26-26
28.71,45.53,37.59,Clayey,Barley,26,0,22,20-20
26.9,56.65,22.83,Sandy,Sugarcane,15,0,37,10-26-26
33.04,52.52,30.56,Loamy,Pulses,9,0,12,DAP
32.48,52.45,43.5,Loamy,Barley,16,1,45,20-20
38.58,57.38,60.1,Loamy,Barley,8,10,9,14-35-14
30.12,59.49,45.57,Sandy,Ground Nuts,9,0,33,14-35-14
27.4,53.38,24.91,Sandy,Barley,10,3,12,20-20
21.17,57.9,50.89,Black,Cotton,19,0,23,17-17-17
24.69,63.39,20.45,Loamy,Oil seeds,12,14,30,28-28
25.36,62.86,41.08,Clayey,Wheat,37,0,0,10-26-26
28.21,50.33,47.6,Black,Cotton,22,3,26,DAP
34.64,71.11,52.82,Black,Tobacco,2,18,16,14-35-14
40.0,66.64,40.47,Black,Paddy,16,0,42,10-26-26
32.28,51.88,30.19,Loamy,Barley,16,3,41,Urea
28.38,63.35,70.0,Sandy,Maize,13,14,17,Urea
30.7,55.96,30.0,Black,Millets,34,0,0,20-20
32.35,78.2,31.24,Black,Sugarcane,9,1,43,DAP
37.76,62.35,32.1,Loamy,Cotton,36,2,2,Urea
34.96,60.68,50.5,Black,Pulses,7,0,9,14-35-14
27.58,45.82,20.23,Black,Cotton,13,0,9,20-20
36.11,66.33,59.78,Sandy,Sugarcane,3,8,27,DAP
27.16,55.97,40.95,Clayey,Maize,22,0,16,17-17-17
32.5,63.91,50.78,Loamy,Barley,7,0,46,20-20
30.48,50.15,24.47,Black,Sugarcane,14,0,38,17-17-17
32.65,65.68,43.35,Sandy,Tobacco,5,0,11,28-28
23.99,45.86,44.6,Red,Cotton,13,9,30,17-17-17
28.8,52.94,23.76,Loamy,Oil seeds,36,0,0,20-20
25.01,46.13,30.97,Sandy,Sugarcane,35,0,0,10-26-26
29.47,48.68,39.05,Red,Paddy,11,2,39,20-20
22.78,54.73,52.62,Clayey,Tobacco,18,2,14,Urea
27.13,59.68,68.56,Clayey,Pulses,34,3,2,17-17-17
29.27,71.38,65.51,Sandy,Sugarcane,28,0,23,17-17-17
26.23,46.01,35.38,Sandy,Wheat,13,0,36,14-35-14
27.54,57.8,49.7,Red,Wheat,27,0,24,14-35-14
30.96,61.45,35.37,Clayey,Cotton,4,23,16,Urea
30.12,58.37,64.67,Sandy,Pulses,5,7,29,10-26-26
38.3,69.75,41.31,Clayey,Tobacco,11,1,38,10-26-26
33.32,78.29,41.09,Sandy,Sugarcane,8,6,24,28-28
30.27,58.64,44.46,Sandy,Paddy,43,0,1,28-28
33.39,62.88,58.59,Red,Oil seeds,14,4,28,10-26-26
24.28,64.47,50.66,Black,Pulses,13,0,36,20-20
35.01,65.35,36.5,Clayey,Sugarcane,42,1,0,10-26-26
21.18,47.08,48.85,Sandy,Paddy,20,0,22,10-26-26
29.17,44.69,36.86,Red,Tobacco,15,0,7,Urea
25.94,50.12,26.04,Loamy,Sugarcane,36,0,0,10-26-26
34.91,62.53,49.22,Clayey,Wheat,20,1,31,DAP
25.25,48.0,35.09,Black,Tobacco,19,0,25,14-35-14
30.14,59.84,37.42,Clayey,Sugarcane,39,0,0,20-20
35.58,69.81,22.72,Loamy,Ground Nuts,6,7,27,Urea
33.29,67.12,25.0,Black,Paddy,42,0,0,20-20
28.3,52.68,34.22,Red,Ground Nuts,8,5,24,DAP
26.46,63.95,63.21,Sandy,Maize,10,3,31,DAP
40.0,68.33,30.9,Red,Wheat,14,1,42,14-35-14
29.23,54.78,49.49,Clayey,Cotton,22,0,15,10-26-26
21.48,40.33,24.3,Black,Maize,13,12,7,DAP
38.55,72.39,57.25,Sandy,Paddy,30,0,0,DAP
30.88,57.35,42.86,Clayey,Maize,27,0,23,DAP
30.49,59.07,27.14,Loamy,Barley,16,0,11,14-35-14
38.27,75.46,26.71,Red,Cotton,5,8,35,10-26-26
27.49,55.27,67.27,Loamy,Barley,5,6,30,28-28
32.66,65.59,24.12,Clayey,Maize,33,0,0,14-35-14
30.36,52.15,32.78,Black,Cotton,42,0,0,28-28
32.86,56.84,32.25,Clayey,Sugarcane,41,2,1,10-26-26
29.32,58.03,38.43,Loamy,Tobacco,8,4,9,17-17-17
34.51,77.0,52.89,Black,Paddy,12,7,25,28-28
35.64,77.44,40.68,Sandy,Paddy,12,2,42,20-20
28.93,59.75,28.26,Sandy,Paddy,8,1,10,Urea
24.21,66.11,50.17,Black,Ground Nuts,8,1,38,10-26-26
26.55,58.11,35.01,Red,Barley,27,0,18,10-26-26
30.89,47.99,44.37,Black,Wheat,23,3,20,14-35-14
23.95,49.46,54.47,Loamy,Millets,26,2,16,17-17-17
35.62,59.9,40.62,Black,Cotton,11,4,43,20-20
33.16,59.69,35.13,Clayey,Paddy,16,0,24,28-28
29.53,61.71,30.58,Loamy,Cotton,23,2,18,28-28
25.22,47.33,25.94,Sandy,Cotton,9,2,45,Urea
27.47,54.96,42.17,Loamy,Wheat,25,4,26,20-20
39.55,69.54,58.19,Loamy,Wheat,8,14,22,17-17-17
25.43,54.6,33.36,Clayey,Paddy,12,0,13,20-20
23.19,55.23,47.98,Clayey,Millets,41,0,0,28-28
31.18,62.75,47.87,Black,Wheat,24,0,19,10-26-26
30.2,50.46,46.49,Clayey,Pulses,14,0,36,20-20
21.31,45.08,52.48,Red,Paddy,22,0,16,20-20
32.65,51.77,59.46,Black,Millets,13,0,30,17-17-17
33.18,58.37,27.03,Clayey,Cotton,20,3,20,14-35-14
29.51,60.72,49.86,Sandy,Maize,6,2,11,Urea
36.65,65.21,44.67,Loamy,Barley,12,0,14,28-28
24.53,62.02,27.22,Loamy,Paddy,5,6,27,20-20
28.61,67.47,32.42,Clayey,Cotton,3,4,27,17-17-17
36.23,68.79,36.18,Clayey,Sugarcane,8,0,34,17-17-17
29.19,54.34,53.34,Sandy,Oil seeds,14,13,14,10-26-26
34.02,52.63,32.14,Loamy,Barley,42,1,1,DAP
36.98,56.82,31.16,Black,Ground Nuts,21,2,19,Urea
30.71,51.25,37.24,Black,Millets,19,4,18,DAP
25.81,54.02,45.2,Black,Ground Nuts,9,0,6,Urea
30.95,63.54,47.11,Sandy,Pulses,31,4,0,28-28
29.95,54.6,57.41,Loamy,Maize,43,0,0,28-28
30.03,55.83,47.14,Red,Sugarcane,36,0,0,17-17-17
27.43,45.22,27.13,Sandy,Pulses,13,6,14,10-26-26
30.12,53.39,40.75,Red,Sugarcane,35,4,0,10-26-26
26.72,58.18,37.93,Loamy,Barley,42,0,0,28-28
25.76,51.35,43.13,Sandy,Oil seeds,23,4,22,17-17-17
23.48,50.19,29.91,Clayey,Pulses,14,12,11,20-20
27.07,58.87,54.62,Loamy,Ground Nuts,10,0,45,10-26-26
27.05,44.28,45.68,Clayey,Ground Nuts,25,0,23,20-20
30.9,45.86,40.74,Sandy,Cotton,13,0,36,14-35-14
24.52,49.32,48.19,Black,Pulses,23,4,15,14-35-14
26.25,63.56,28.04,Loamy,Ground Nuts,11,0,15,Urea
31.16,56.43,43.16,Loamy,Barley,25,4,25,DAP
32.63,62.91,55.52,Clayey,Maize,13,10,31,Urea
30.64,57.11,28.44,Black,Cotton,34,0,2,14-35-14
39.82,76.99,27.78,Red,Wheat,12,4,38,28-28
32.97,61.72,42.69,Sandy,Ground Nuts,38,1,4,17-17-17
33.32,56.56,52.81,Red,Cotton,7,7,32,17-17-17
26.42,62.53,32.01,Sandy,Wheat,14,0,42,28-28
29.65,58.55,49.47,Loamy,Oil seeds,25,0,22,DAP
24.08,62.89,34.44,Black,Cotton,14,12,19,20-20
26.5,61.3,48.77,Loamy,Sugarcane,16,18,13,20-20
29.8,60.5,33.18,Red,Ground Nuts,8,15,14,17-17-17
26.76,56.88,39.03,Sandy,Wheat,14,0,16,Urea
25.63,57.48,54.3,Red,Wheat,11,5,36,28-28
37.23,59.0,42.16,Clayey,Oil seeds,42,0,0,Urea
28.29,57.0,48.81,Sandy,Oil seeds,13,0,8,Urea
26.29,43.92,34.22,Loamy,Cotton,22,2,23,17-17-17
25.42,48.77,35.86,Red,Barley,31,0,4,10-26-26
31.04,66.34,43.48,Red,Pulses,22,0,27,14-35-14
34.2,73.24,20.0,Clayey,Maize,11,9,30,14-35-14
32.9,66.64,37.72,Black,Paddy,10,15,12,17-17-17
38.13,68.23,38.15,Black,Oil seeds,20,0,17,17-17-17
23.61,51.8,35.39,Loamy,Millets,11,0,45,17-17-17
25.03,48.11,40.57,Red,Barley,27,3,24,DAP
36.62,58.47,20.56,Clayey,Sugarcane,38,0,0,DAP
33.99,61.71,25.59,Loamy,Millets,7,0,42,14-35-14
38.27,63.88,33.14,Red,Cotton,24,0,17,DAP
29.18,45.72,43.85,Black,Cotton,16,0,12,20-20
26.71,56.27,30.9,Clayey,Ground Nuts,11,3,8,10-26-26
31.01,65.29,49.37,Black,Tobacco,11,17,10,14-35-14
29.75,62.25,68.76,Clayey,Tobacco,13,8,19,Urea
31.73,69.1,20.0,Black,Oil seeds,8,15,13,Urea
28.28,43.5,35.37,Loamy,Maize,13,0,8,28-28
37.13,53.26,35.49,Black,Cotton,15,0,40,17-17-17
24.17,51.74,42.57,Red,Millets,45,1,3,14-35-14
30.86,67.34,54.97,Sandy,Maize,8,7,32,14-35-14
32.79,56.76,45.12,Black,Millets,41,1,0,DAP
34.72,65.09,62.52,Clayey,Millets,8,4,25,28-28
28.06,66.55,38.84,Red,Tobacco,5,11,24,20-20
29.7,49.26,41.74,Clayey,Barley,9,8,16,28-28
30.13,69.07,35.42,Clayey,Sugarcane,20,1,16,28-28
38.32,71.66,50.39,Black,Sugarcane,37,0,0,17-17-17
24.21,45.53,53.62,Clayey,Sugarcane,26,0,14,17-17-17
20.18,41.05,47.98,Red,Sugarcane,25,0,21,17-17-17
29.0,49.39,43.1,Black,Maize,25,4,23,20-20
27.9,50.42,39.03,Sandy,Barley,6,4,15,DAP
35.18,65.15,45.91,Loamy,Sugarcane,41,0,0,DAP
26.22,64.73,37.01,Red,Wheat,4,0,16,DAP
29.03,55.12,58.72,Black,Wheat,10,0,4,14-35-14
30.81,62.99,28.49,Sandy,Ground Nuts,10,1,11,Urea
37.83,76.34,37.18,Sandy,Oil seeds,17,4,9,28-28
36.31,55.62,57.54,Red,Paddy,11,7,33,28-28
33.54,59.23,58.43,Black,Sugarcane,5,9,31,DAP
33.31,65.26,39.74,Black,Pulses,6,4,39,17-17-17
31.29,60.71,20.0,Black,Maize,8,5,25,20-20
36.3,70.42,33.17,Clayey,Wheat,10,0,37,17-17-17
33.76,65.35,25.86,Clayey,Millets,16,0,35,Urea
34.48,65.7,36.95,Loamy,Maize,8,15,14,17-17-17
34.67,58.7,28.33,Sandy,Barley,11,0,18,Urea
24.79,58.23,28.99,Red,Wheat,39,0,0,10-26-26
36.68,73.77,45.6,Sandy,Oil seeds,37,3,0,28-28
31.02,64.62,47.95,Red,Ground Nuts,7,14,20,14-35-14
29.67,72.9,65.59,Red,Sugarcane,19,0,20,Urea
31.57,72.17,42.63,Black,Millets,17,2,6,DAP
25.49,51.92,39.46,Clayey,Barley,41,0,0,20-20
34.19,63.19,35.94,Black,Tobacco,35,0,2,14-35-14
33.91,55.65,61.22,Clayey,Tobacco,5,7,30,17-17-17
30.54,55.89,36.73,Red,Paddy,25,4,22,DAP
32.73,70.57,49.45,Sandy,Paddy,2,13,25,DAP
28.14,67.92,37.97,Sandy,Millets,17,0,21,28-28
30.04,49.89,37.17,Red,Millets,33,0,4,10-26-26
31.07,64.86,38.05,Loamy,Wheat,17,0,26,20-20
26.74,47.39,22.87,Sandy,Millets,12,0,17,Urea
35.64,58.1,59.75,Loamy,Cotton,11,7,26,28-28
25.01,65.74,69.58,Sandy,Cotton,14,0,33,10-26-26
28.87,60.59,53.34,Clayey,Barley,10,3,13,28-28
38.8,64.99,64.53,Loamy,Maize,17,3,41,28-28
33.25,71.64,34.87,Clayey,Wheat,23,2,19,Urea
29.93,59.1,20.39,Sandy,Wheat,9,18,20,17-17-17
33.48,64.7,53.11,Loamy,Oil seeds,5,19,24,DAP
30.43,60.58,58.52,Black,Barley,4,0,10,DAP
25.45,56.04,38.95,Clayey,Millets,26,0,18,DAP
27.23,57.63,49.84,Red,Oil seeds,10,13,12,20-20
32.92,70.05,54.36,Red,Barley,12,13,16,28-28
31.72,59.51,43.1,Red,Millets,20,0,20,DAP
29.39,55.08,28.55,Sandy,Cotton,9,20,22,10-26-26
30.42,60.17,36.66,Clayey,Cotton,9,6,22,20-20
27.41,56.92,32.34,Black,Wheat,20,0,18,Urea
29.23,56.14,56.12,Red,Oil seeds,9,8,14,28-28
36.26,61.51,37.35,Loamy,Pulses,17,4,41,Urea
32.47,62.87,51.2,Loamy,Maize,17,0,32,17-17-17
21.48,45.7,31.28,Black,Tobacco,16,0,21,28-28
37.27,71.63,41.84,Black,Wheat,14,4,37,17-17-17
29.99,60.53,36.8,Loamy,Maize,8,4,9,10-26-26
25.22,59.57,27.19,Clayey,Paddy,36,0,4,10-26-26
32.59,60.71,42.68,Sandy,Wheat,4,13,24,20-20
30.48,64.68,49.42,Red,Oil seeds,19,2,18,Urea
31.93,51.17,33.65,Sandy,Ground Nuts,37,0,4,20-20
24.11,49.64,57.81,Loamy,Sugarcane,5,0,17,20-20
28.1,43.56,59.25,Black,Barley,13,16,19,28-28
28.93,57.66,36.39,Sandy,Tobacco,15,2,14,17-17-17
23.2,45.91,20.31,Black,Oil seeds,13,15,13,DAP
28.63,59.57,61.32,Loamy,Tobacco,35,0,4,20-20
28.61,55.85,32.75,Loamy,Oil seeds,12,15,15,10-26-26
35.08,73.75,41.25,Sandy,Sugarcane,9,0,36,14-35-14
37.21,74.62,54.03,Red,Maize,5,20,20,20-20
33.7,54.88,33.13,Loamy,Paddy,8,0,10,20-20
40.0,60.17,50.97,Sandy,Oil seeds,17,0,40,14-35-14
31.68,59.06,58.41,Clayey,Paddy,28,1,18,20-20
28.21,62.05,41.51,Clayey,Cotton,20,4,13,10-26-26
27.46,49.73,63.09,Clayey,Oil seeds,8,13,12,DAP
26.53,48.55,38.35,Clayey,Wheat,25,1,17,Urea
25.12,52.88,28.43,Red,Pulses,11,12,15,Urea
26.99,51.1,58.93,Clayey,Tobacco,9,6,29,17-17-17
29.21,49.47,38.79,Black,Barley,27,0,16,17-17-17
29.68,55.95,57.79,Red,Cotton,23,0,20,10-26-26
23.57,58.87,21.5,Clayey,Tobacco,10,0,9,Urea
30.91,74.59,49.46,Clayey,Tobacco,25,2,17,14-35-14
35.72,60.2,69.54,Loamy,Oil seeds,39,0,0,28-28
36.07,59.69,47.38,Sandy,Paddy,3,14,16,DAP
31.07,73.26,40.82,Sandy,Pulses,5,12,30,Urea
32.42,61.41,50.99,Loamy,Maize,22,0,27,20-20
31.6,59.09,53.55,Black,Maize,17,1,6,20-20
30.67,66.01,56.75,Loamy,Paddy,11,4,27,Urea
28.88,61.25,55.41,Red,Maize,18,0,37,28-28
30.88,44.1,40.76,Clayey,Paddy,15,4,40,10-26-26
24.05,63.35,53.76,Black,Maize,9,11,33,17-17-17
35.29,66.87,60.63,Sandy,Wheat,26,1,19,14-35-14
29.9,45.53,38.85,Clayey,Ground Nuts,12,4,31,17-17-17
28.07,71.21,43.64,Clayey,Tobacco,10,12,9,10-26-26
26.11,51.45,56.76,Loamy,Tobacco,10,11,27,28-28
32.58,64.48,27.8,Sandy,Paddy,15,0,35,17-17-17
34.71,60.96,64.7,Red,Pulses,18,2,41,Urea
23.98,44.87,26.59,Red,Cotton,10,0,7,DAP
27.51,61.71,32.46,Clayey,Wheat,32,2,0,10-26-26
25.06,57.65,23.39,Loamy,Maize,18,11,8,28-28
34.62,59.62,38.08,Loamy,Barley,12,2,37,10-26-26
30.36,53.27,34.87,Clayey,Pulses,13,10,8,DAP
31.06,59.13,25.08,Sandy,Maize,38,0,4,17-17-17
22.27,53.03,30.0,Loamy,Sugarcane,15,0,11,17-17-17
29.46,52.15,55.43,Sandy,Maize,7,2,14,17-17-17
25.64,47.63,28.53,Loamy,Tobacco,37,0,0,Urea
36.95,68.98,59.88,Red,Barley,42,0,0,Urea
31.22,51.09,49.75,Red,Wheat,20,0,23,20-20
26.85,55.82,64.93,Red,Pulses,12,0,12,28-28
31.8,57.45,70.0,Loamy,Tobacco,10,8,31,28-28
27.57,59.56,44.62,Sandy,Barley,17,3,12,14-35-14
32.19,46.35,37.41,Sandy,Pulses,13,2,33,DAP
28.21,47.64,32.29,Red,Oil seeds,14,13,12,20-20
33.41,68.66,38.82,Clayey,Wheat,24,3,25,DAP
25.47,47.11,37.01,Clayey,Wheat,31,0,0,20-20
28.59,69.18,24.11,Red,Ground Nuts,34,3,0,20-20
29.51,49.94,37.36,Sandy,Wheat,17,0,14,20-20
29.77,58.83,57.38,Black,Paddy,4,13,28,20-20
29.38,70.63,46.25,Sandy,Paddy,8,2,14,20-20
40.0,65.67,41.26,Red,Oil seeds,17,4,37,Urea
31.42,63.91,37.37,Black,Maize,12,1,40,28-28
37.45,68.76,43.94,Clayey,Maize,10,6,27,DAP
35.61,56.91,36.81,Sandy,Wheat,26,3,17,10-26-26
37.21,61.02,41.51,Black,Millets,40,2,2,DAP
39.4,75.91,44.57,Black,Paddy,9,3,36,20-20
26.19,63.25,43.84,Loamy,Tobacco,13,1,37,14-35-14
25.53,66.09,52.38,Sandy,Barley,26,3,21,Urea
31.27,51.8,65.63,Black,Pulses,37,3,0,14-35-14
26.52,47.97,33.66,Clayey,Barley,8,18,20,DAP
24.39,44.49,39.38,Loamy,Millets,25,2,21,10-26-26
28.15,66.16,50.58,Clayey,Oil seeds,8,6,18,Urea
32.41,55.04,32.15,Loamy,Oil seeds,9,0,10,17-17-17
28.9,59.58,29.63,Red,Cotton,24,3,25,20-20
36.37,63.99,35.94,Loamy,Sugarcane,2,4,30,10-26-26
24.44,55.77,43.83,Black,Oil seeds,11,11,24,Urea
40.0,77.75,43.9,Red,Tobacco,6,4,30,Urea
24.08,63.58,64.23,Sandy,Barley,14,4,10,20-20
32.14,56.56,42.3,Loamy,Tobacco,42,2,4,20-20
32.42,69.43,36.08,Clayey,Pulses,19,0,18,14-35-14
29.65,62.11,56.95,Loamy,Sugarcane,11,0,31,17-17-17
26.93,66.16,40.64,Sandy,Paddy,11,1,14,28-28
31.03,57.03,64.22,Black,Pulses,14,7,16,20-20
26.8,46.32,34.25,Sandy,Sugarcane,35,2,0,10-26-26
35.22,68.71,29.33,Black,Millets,18,0,20,17-17-17
37.5,69.33,41.28,Red,Ground Nuts,9,5,28,28-28
39.68,68.29,34.23,Loamy,Paddy,10,10,31,Urea
21.56,46.27,50.02,Red,Barley,14,10,13,17-17-17
28.32,59.01,41.83,Loamy,Ground Nuts,15,0,41,14-35-14
40.0,70.96,32.81,Red,Wheat,11,0,40,10-26-26
31.8,57.24,24.0,Loamy,Maize,38,1,0,28-28
22.07,46.52,31.3,Sandy,Pulses,15,0,10,10-26-26
34.58,67.63,40.3,Red,Ground Nuts,9,14,10,DAP
25.86,40.37,58.67,Red,Tobacco,10,3,14,14-35-14
27.26,64.73,20.0,Loamy,Wheat,4,9,33,10-26-26
39.23,60.7,42.78,Loamy,Ground Nuts,8,4,28,28-28
39.7,77.68,34.34,Loamy,Cotton,6,0,36,20-20
30.8,59.59,37.12,Red,Paddy,5,0,18,DAP
27.29,48.55,37.91,Loamy,Oil seeds,15,0,14,20-20
30.65,53.52,30.5,Black,Wheat,45,2,0,28-28
33.21,63.32,33.71,Black,Sugarcane,39,0,0,10-26-26
27.5,62.57,26.79,Loamy,Cotton,15,4,40,20-20
32.83,74.4,30.31,Loamy,Oil seeds,37,1,0,10-26-26
32.76,55.14,45.93,Black,Oil seeds,4,13,20,14-35-14
27.07,68.95,70.0,Clayey,Paddy,13,13,27,17-17-17
20.88,56.47,35.14,Loamy,Pulses,14,9,7,DAP
29.98,56.74,53.98,Black,Sugarcane,12,0,42,Urea
26.13,69.56,48.25,Loamy,Sugarcane,45,0,0,28-28
29.07,43.85,43.37,Sandy,Barley,20,0,19,DAP
33.38,53.41,50.46,Clayey,Oil seeds,8,3,11,20-20
39.96,60.73,27.3,Sandy,Millets,15,0,38,20-20
34.76,54.23,27.93,Clayey,Paddy,23,0,19,17-17-17
33.02,72.76,53.2,Red,Sugarcane,23,0,15,20-20
31.06,55.41,33.8,Loamy,Sugarcane,37,4,0,28-28
35.72,71.86,70.0,Sandy,Millets,18,0,42,10-26-26
24.16,49.19,63.53,Sandy,Tobacco,41,0,0,14-35-14
25.98,58.32,32.53,Black,Wheat,10,2,36,17-17-17
35.65,76.12,51.26,Black,Sugarcane,11,0,31,14-35-14
28.08,60.76,31.53,Loamy,Wheat,13,0,40,28-28
30.86,69.7,44.53,Black,Barley,15,0,12,14-35-14
34.94,62.17,41.64,Clayey,Maize,39,0,0,17-17-17
21.84,57.85,61.44,Black,Millets,9,3,10,10-26-26
33.57,60.51,54.06,Loamy,Paddy,7,16,21,Urea
38.47,62.64,70.0,Clayey,Cotton,22,2,18,14-35-14
30.78,50.81,50.14,Sandy,Millets,11,0,11,Urea
30.11,67.55,44.5,Sandy,Millets,39,0,0,Urea
30.35,71.4,59.98,Black,Oil seeds,39,0,0,Urea
29.51,69.53,46.92,Black,Ground Nuts,10,14,16,DAP
30.77,56.66,41.53,Red,Wheat,26,0,16,17-17-17
20.13,47.52,24.87,Black,Pulses,19,13,15,DAP
38.44,55.47,52.25,Red,Maize,7,17,15,17-17-17
29.43,47.7,32.19,Clayey,Millets,17,3,23,28-28
29.12,54.86,42.44,Loamy,Maize,24,4,15,28-28
28.32,57.91,50.54,Red,Maize,7,0,36,20-20
37.84,56.94,64.38,Red,Paddy,25,0,19,14-35-14
30.01,49.19,47.72,Black,Millets,31,0,0,Urea
30.04,69.57,35.71,Clayey,Oil seeds,7,21,15,17-17-17
29.99,62.52,49.88,Black,Pulses,15,11,13,20-20
26.13,70.36,48.2,Loamy,Millets,15,17,10,17-17-17
31.54,54.73,67.46,Red,Millets,34,2,2,Urea
29.9,68.09,59.57,Loamy,Maize,26,0,17,10-26-26
28.33,50.65,46.64,Sandy,Paddy,22,0,20,28-28
35.66,75.53,32.79,Red,Cotton,7,4,34,17-17-17
30.67,51.22,42.2,Sandy,Millets,22,0,17,10-26-26
25.63,54.83,28.66,Red,Wheat,10,19,15,10-26-26
21.2,52.42,32.81,Clayey,Barley,7,0,12,28-28
29.25,61.4,40.97,Sandy,Pulses,4,0,10,DAP
33.1,74.93,42.35,Red,Maize,9,12,31,14-35-14
34.67,59.78,60.8,Loamy,Oil seeds,8,12,35,14-35-14
38.83,74.56,58.73,Black,Wheat,33,0,0,14-35-14
27.44,46.83,66.17,Sandy,Ground Nuts,8,4,13,Urea
23.99,52.5,37.24,Black,Tobacco,8,9,24,DAP
29.28,59.31,63.34,Red,Millets,39,4,2,14-35-14
29.39,46.86,25.84,Sandy,Pulses,31,0,0,10-26-26
25.76,61.07,36.18,Red,Tobacco,17,1,24,Urea
27.34,44.53,56.06,Red,Barley,37,0,0,10-26-26
24.43,56.39,20.0,Black,Oil seeds,13,8,29,Urea
39.71,58.79,49.81,Red,Maize,14,17,17,DAP
35.53,77.13,47.67,Black,Oil seeds,8,22,16,Urea
23.95,56.98,37.03,Clayey,Wheat,10,22,19,17-17-17
29.29,58.57,34.06,Clayey,Ground Nuts,22,0,24,14-35-14
40.0,51.64,34.96,Clayey,Sugarcane,19,0,37,17-17-17
37.8,71.38,52.18,Red,Oil seeds,13,11,8,Urea
29.63,54.63,30.88,Black,Oil seeds,12,7,12,10-26-26
33.37,66.5,35.42,Black,Pulses,8,3,9,14-35-14
26.0,53.96,57.52,Clayey,Cotton,8,7,33,17-17-17
38.59,59.04,34.17,Clayey,Paddy,14,0,35,20-20
23.76,60.46,36.53,Sandy,Barley,20,4,18,DAP
27.92,65.12,62.24,Clayey,Barley,13,0,14,14-35-14
28.49,66.42,33.78,Sandy,Cotton,28,0,13,DAP
28.48,53.77,70.0,Red,Ground Nuts,38,2,3,20-20
34.53,55.88,61.89,Red,Ground Nuts,4,0,17,DAP
34.57,54.87,55.0,Loamy,Oil seeds,45,0,0,10-26-26
34.21,52.63,68.72,Loamy,Millets,13,14,16,28-28
36.79,67.93,54.96,Black,Oil seeds,11,3,10,Urea
25.4,48.06,45.63,Loamy,Wheat,6,4,30,Urea
28.97,52.75,22.49,Red,Barley,21,0,19,14-35-14
32.71,58.03,46.16,Clayey,Maize,24,2,19,14-35-14
26.07,49.06,34.31,Clayey,Ground Nuts,26,0,20,17-17-17
29.55,47.75,32.77,Sandy,Paddy,16,3,14,10-26-26
33.33,65.8,44.88,Clayey,Sugarcane,38,4,3,28-28
32.16,62.99,54.53,Black,Tobacco,19,0,19,Urea
38.67,61.25,25.97,Sandy,Tobacco,8,0,38,DAP
20.82,46.55,35.51,Sandy,Cotton,28,0,21,DAP
23.11,55.69,59.61,Sandy,Maize,9,2,18,10-26-26
27.53,48.15,30.5,Clayey,Sugarcane,9,0,37,DAP
23.16,45.03,54.29,Sandy,Paddy,5,3,5,Urea
36.48,66.57,54.5,Black,Ground Nuts,14,17,21,17-17-17
31.16,71.91,34.91,Loamy,Ground Nuts,42,0,0,14-35-14
23.9,52.77,55.7,Loamy,Oil seeds,13,1,17,Urea
36.87,63.49,43.02,Black,Pulses,16,17,13,14-35-14
34.63,66.78,45.11,Clayey,Maize,15,21,14,14-35-14
26.38,62.82,27.4,Loamy,Barley,11,19,18,Urea
40.0,61.8,50.44,Black,Millets,6,8,31,20-20
28.97,52.94,43.27,Clayey,Barley,6,8,17,28-28
36.54,71.5,43.04,Clayey,Oil seeds,40,0,3,DAP
24.73,56.02,64.26,Clayey,Barley,8,17,14,28-28
